Member_number,without pattern
3946,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3947,"['citrus fruit', 'pip fruit', 'newspapers', 'cream cheese ', 'oil']"
3948,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3949,['other vegetables']
3950,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'bottled water']"
3952,"['other vegetables', 'rolls/buns', 'soda', 'citrus fruit', 'canned beer']"
3953,"['rolls/buns', 'soda', 'pip fruit', 'shopping bags', 'bottled beer']"
3954,"['whole milk', 'rolls/buns', 'bottled water', 'canned beer', 'beef']"
3955,"['whole milk', 'soda', 'root vegetables', 'sausage', 'pastry']"
3956,"['whole milk', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
3957,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3958,"['rolls/buns', 'soda', 'citrus fruit', 'brown bread', 'pork']"
3959,"['whole milk', 'rolls/buns', 'yogurt', 'bottled water', 'sausage']"
3960,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3961,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'bottled water']"
3962,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'sausage']"
3963,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
3964,"['other vegetables', 'root vegetables', 'pastry', 'whipped/sour cream', 'pork']"
3965,"['rolls/buns', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
3966,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3967,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3968,"['whole milk', 'other vegetables', 'yogurt', 'citrus fruit', 'bottled beer']"
3969,"['rolls/buns', 'yogurt', 'butter', 'waffles', 'hygiene articles']"
3970,"['whole milk', 'other vegetables', 'soda', 'newspapers', 'curd']"
3971,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3972,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'bottled water']"
3973,"['other vegetables', 'rolls/buns', 'root vegetables', 'pip fruit', 'domestic eggs']"
3974,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'bottled water']"
3975,"['rolls/buns', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
3976,"['other vegetables', 'rolls/buns', 'tropical fruit', 'sausage', 'citrus fruit']"
3977,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'sausage']"
3978,"['whole milk', 'rolls/buns', 'yogurt', 'pip fruit', 'shopping bags']"
3979,"['whole milk', 'other vegetables', 'bottled water', 'citrus fruit', 'pastry']"
3980,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3981,"['other vegetables', 'sausage', 'domestic eggs', 'hamburger meat', 'finished products']"
3982,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3983,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3984,"['other vegetables', 'soda', 'bottled beer', 'canned beer', 'frankfurter']"
3985,"['whole milk', 'rolls/buns', 'yogurt', 'bottled water', 'pip fruit']"
3986,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3987,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
3989,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'whipped/sour cream']"
3990,"['whole milk', 'other vegetables', 'rolls/buns', 'butter', 'coffee']"
3991,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3992,"['citrus fruit', 'shopping bags', 'bottled beer', 'whipped/sour cream', 'chicken']"
3993,"['rolls/buns', 'fruit/vegetable juice', 'curd', 'ice cream', 'spices']"
3995,"['soda', 'canned beer', 'brown bread', 'coffee', 'UHT-milk']"
3996,"['whole milk', 'soda', 'tropical fruit', 'bottled water', 'citrus fruit']"
3997,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'pip fruit']"
3998,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3999,"['rolls/buns', 'soda', 'yogurt', 'root vegetables', 'shopping bags']"
4001,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
4002,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4003,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'citrus fruit']"
4004,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'bottled water']"
4005,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'sausage']"
4006,"['whole milk', 'other vegetables', 'root vegetables', 'sausage', 'shopping bags']"
4007,"['whole milk', 'other vegetables', 'root vegetables', 'citrus fruit', 'bottled beer']"
4008,"['other vegetables', 'tropical fruit', 'pip fruit', 'shopping bags', 'whipped/sour cream']"
4009,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'shopping bags']"
4010,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'citrus fruit']"
4011,['other vegetables']
4012,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4013,"['soda', 'yogurt', 'root vegetables', 'tropical fruit', 'sausage']"
4014,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4015,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
4016,"['whole milk', 'yogurt', 'bottled water', 'citrus fruit', 'fruit/vegetable juice']"
4017,"['soda', 'yogurt', 'tropical fruit', 'bottled water', 'sausage']"
4018,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4019,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4020,"['whole milk', 'rolls/buns', 'bottled beer', 'cream cheese ', 'napkins']"
4021,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4022,"['other vegetables', 'soda', 'citrus fruit', 'bottled beer', 'domestic eggs']"
4023,"['canned beer', 'newspapers', 'ice cream', 'dish cleaner']"
4024,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
4025,"['other vegetables', 'soda', 'yogurt', 'root vegetables', 'citrus fruit']"
4027,"['soda', 'yogurt', 'pastry', 'whipped/sour cream', 'pork']"
4028,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
4029,['soda']
4030,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
4031,"['other vegetables', 'soda', 'bottled water', 'pastry', 'frankfurter']"
4032,"['whole milk', 'other vegetables', 'root vegetables', 'sausage', 'coffee']"
4033,"['whole milk', 'root vegetables', 'shopping bags', 'canned beer', 'whipped/sour cream']"
4034,"['whole milk', 'rolls/buns', 'citrus fruit', 'waffles', 'misc. beverages']"
4035,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
4036,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4037,"['other vegetables', 'soda', 'yogurt', 'root vegetables', 'sausage']"
4038,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
4039,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'bottled water']"
4040,"['whole milk', 'rolls/buns', 'yogurt', 'bottled beer', 'canned beer']"
4041,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4042,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4043,['other vegetables']
4044,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'whipped/sour cream']"
4045,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
4046,"['other vegetables', 'soda', 'yogurt', 'root vegetables', 'pip fruit']"
4047,"['soda', 'sausage', 'shopping bags', 'canned beer', 'frankfurter']"
4048,"['whole milk', 'pastry', 'canned beer', 'domestic eggs', 'fruit/vegetable juice']"
4049,"['whole milk', 'yogurt', 'tropical fruit', 'bottled water', 'citrus fruit']"
4050,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'sausage']"
4051,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'bottled water']"
4052,"['whole milk', 'tropical fruit', 'bottled beer', 'cream cheese ', 'napkins']"
4053,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'canned beer']"
4054,"['whole milk', 'rolls/buns', 'whipped/sour cream', 'margarine', 'cream cheese ']"
4055,"['other vegetables', 'pip fruit', 'brown bread', 'fruit/vegetable juice', 'coffee']"
4056,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4058,"['whole milk', 'bottled water', 'pastry', 'bottled beer', 'domestic eggs']"
4059,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
4060,"['whole milk', 'tropical fruit', 'bottled water', 'pip fruit', 'canned beer']"
4061,"['whole milk', 'citrus fruit', 'canned beer', 'margarine', 'white bread']"
4062,"['yogurt', 'citrus fruit', 'sugar', 'specialty chocolate']"
4063,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4064,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'sausage']"
4065,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
4066,"['whole milk', 'root vegetables', 'beef', 'fruit/vegetable juice', 'cream cheese ']"
4067,"['other vegetables', 'pastry', 'shopping bags', 'bottled beer', 'domestic eggs']"
4068,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4069,"['whole milk', 'other vegetables', 'soda', 'pastry', 'canned beer']"
4070,"['other vegetables', 'shopping bags', 'canned beer', 'brown bread', 'curd']"
4071,"['rolls/buns', 'soda', 'sausage', 'butter', 'cream cheese ']"
4072,"['other vegetables', 'yogurt', 'chicken', 'cling film/bags']"
4073,"['yogurt', 'tropical fruit', 'bottled water', 'bottled beer', 'whipped/sour cream']"
4074,"['yogurt', 'tropical fruit', 'sausage', 'pastry', 'bottled beer']"
4075,"['whole milk', 'yogurt', 'root vegetables', 'bottled water', 'pastry']"
4076,"['whole milk', 'other vegetables', 'pip fruit', 'coffee', 'meat']"
4077,"['whole milk', 'other vegetables', 'yogurt', 'bottled water', 'sausage']"
4078,"['other vegetables', 'rolls/buns', 'bottled water', 'pip fruit', 'canned beer']"
4079,"['whole milk', 'root vegetables', 'frankfurter', 'curd', 'beverages']"
4080,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'citrus fruit']"
4081,"['whole milk', 'rolls/buns', 'yogurt', 'pip fruit', 'shopping bags']"
4082,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'bottled water']"
4083,"['yogurt', 'shopping bags', 'newspapers', 'fruit/vegetable juice', 'chocolate']"
4084,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
4085,"['whole milk', 'yogurt', 'root vegetables', 'bottled water', 'sausage']"
4086,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
4087,"['other vegetables', 'rolls/buns', 'bottled water', 'pip fruit', 'whipped/sour cream']"
4088,"['whole milk', 'root vegetables', 'bottled water', 'sausage', 'frankfurter']"
4089,"['rolls/buns', 'yogurt', 'tropical fruit', 'bottled water', 'sausage']"
4090,"['other vegetables', 'yogurt', 'tropical fruit', 'sausage', 'shopping bags']"
4091,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
4092,"['whole milk', 'yogurt', 'root vegetables', 'tropical fruit', 'sausage']"
4093,"['whole milk', 'citrus fruit', 'grapes', 'white wine']"
4094,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4095,"['whole milk', 'other vegetables', 'rolls/buns', 'sausage', 'citrus fruit']"
4096,"['soda', 'yogurt', 'bottled beer', 'margarine', 'frozen vegetables']"
4097,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
4098,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
4099,"['tropical fruit', 'bottled water', 'fruit/vegetable juice', 'chicken', 'dessert']"
4100,"['whole milk', 'soda', 'root vegetables', 'tropical fruit', 'bottled water']"
4101,"['other vegetables', 'rolls/buns', 'root vegetables', 'bottled water', 'pastry']"
4102,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4103,"['whole milk', 'other vegetables', 'yogurt', 'bottled beer', 'canned beer']"
4104,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4105,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4106,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4107,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
4108,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
4109,"['whole milk', 'rolls/buns', 'root vegetables', 'pip fruit', 'canned beer']"
4110,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4112,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4113,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4114,"['rolls/buns', 'yogurt', 'tropical fruit', 'citrus fruit', 'pastry']"
4115,"['other vegetables', 'soda', 'yogurt', 'bottled water', 'citrus fruit']"
4116,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'citrus fruit']"
4117,"['other vegetables', 'rolls/buns', 'tropical fruit', 'bottled water', 'sausage']"
4118,"['citrus fruit', 'curd', 'meat']"
4119,"['whole milk', 'soda', 'yogurt', 'tropical fruit', 'citrus fruit']"
4120,"['rolls/buns', 'yogurt', 'bottled water', 'sausage', 'pip fruit']"
4121,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
4122,"['whole milk', 'rolls/buns', 'bottled water', 'canned beer', 'frankfurter']"
4123,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
4124,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4125,"['whole milk', 'other vegetables', 'rolls/buns', 'citrus fruit', 'pastry']"
4126,"['other vegetables', 'rolls/buns', 'tropical fruit', 'pip fruit', 'domestic eggs']"
4127,"['whole milk', 'rolls/buns', 'sausage', 'citrus fruit', 'pip fruit']"
4129,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4130,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4131,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4132,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4133,"['rolls/buns', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
4134,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
4135,"['whole milk', 'other vegetables', 'pork', 'cream cheese ', 'pudding powder']"
4136,"['other vegetables', 'root vegetables', 'tropical fruit', 'sausage', 'citrus fruit']"
4137,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
4138,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
4139,"['rolls/buns', 'soda', 'yogurt', 'citrus fruit', 'brown bread']"
4140,"['whole milk', 'soda', 'root vegetables', 'bottled water', 'canned beer']"
4141,"['brown bread', 'frankfurter', 'chocolate', 'frozen meals', 'frozen fish']"
4142,"['other vegetables', 'whipped/sour cream', 'beverages']"
4143,"['other vegetables', 'rolls/buns', 'soda', 'pastry', 'bottled beer']"
4144,"['whole milk', 'bottled beer', 'napkins', 'waffles', 'ham']"
4145,"['tropical fruit', 'sausage', 'pastry', 'shopping bags', 'bottled beer']"
4146,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4147,"['whole milk', 'other vegetables', 'yogurt', 'sausage', 'citrus fruit']"
4148,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4149,"['other vegetables', 'soda', 'root vegetables', 'sausage', 'citrus fruit']"
4150,"['whole milk', 'yogurt', 'root vegetables', 'tropical fruit', 'bottled water']"
4151,['whole milk']
4152,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4153,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4154,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'sausage']"
4155,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
4156,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
4157,"['whole milk', 'other vegetables', 'root vegetables', 'bottled beer', 'oil']"
4158,"['root vegetables', 'shopping bags', 'butter', 'dessert', 'hard cheese']"
4159,"['other vegetables', 'tropical fruit', 'fruit/vegetable juice', 'candy', 'canned fish']"
4160,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4161,"['tropical fruit', 'meat']"
4162,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
4163,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4164,"['whole milk', 'tropical fruit', 'bottled water', 'sausage', 'citrus fruit']"
4165,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
4166,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'sausage']"
4167,"['other vegetables', 'rolls/buns', 'pastry', 'curd', 'berries']"
4168,"['rolls/buns', 'yogurt', 'tropical fruit', 'sausage', 'pip fruit']"
4169,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4170,"['other vegetables', 'rolls/buns', 'sausage', 'canned beer', 'frankfurter']"
4171,"['whole milk', 'newspapers', 'cream cheese ', 'butter milk', 'ice cream']"
4172,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
4173,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'whipped/sour cream']"
4174,"['rolls/buns', 'soda', 'citrus fruit', 'coffee', 'candy']"
4175,"['other vegetables', 'rolls/buns', 'soda', 'bottled beer', 'newspapers']"
4176,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'shopping bags']"
4177,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'bottled beer']"
4178,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4179,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'pastry']"
4180,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'sausage']"
4181,"['canned beer', 'ice cream', 'dish cleaner']"
4182,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'sausage']"
4183,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'sausage']"
4184,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4185,"['rolls/buns', 'fruit/vegetable juice', 'curd', 'coffee', 'onions']"
4186,"['whole milk', 'yogurt', 'whipped/sour cream', 'domestic eggs', 'pork']"
4187,"['whole milk', 'rolls/buns', 'soda', 'bottled water', 'sausage']"
4188,"['soda', 'root vegetables', 'citrus fruit', 'shopping bags', 'newspapers']"
4189,"['rolls/buns', 'soda', 'sausage', 'pastry', 'frankfurter']"
4190,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'bottled water']"
4191,"['whole milk', 'other vegetables', 'root vegetables', 'bottled water', 'citrus fruit']"
4192,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'tropical fruit']"
4193,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
4194,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
4195,"['whole milk', 'other vegetables', 'rolls/buns', 'shopping bags', 'bottled beer']"
4196,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'pip fruit']"
4197,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'pastry']"
4198,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4199,"['other vegetables', 'rolls/buns', 'root vegetables', 'bottled water', 'pip fruit']"
4200,"['whole milk', 'root vegetables', 'shopping bags', 'coffee', 'hamburger meat']"
4201,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
4202,"['other vegetables', 'rolls/buns', 'soda', 'citrus fruit', 'bottled beer']"
4204,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4205,"['root vegetables', 'bottled water', 'citrus fruit', 'whipped/sour cream', 'beef']"
4206,"['whole milk', 'rolls/buns', 'root vegetables', 'tropical fruit', 'bottled water']"
4207,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'sausage']"
4208,"['pork', 'frozen vegetables', 'rum']"
4209,"['whole milk', 'soda', 'yogurt', 'shopping bags', 'newspapers']"
4210,"['other vegetables', 'tropical fruit', 'shopping bags', 'beef', 'chicken']"
4211,"['whole milk', 'rolls/buns', 'tropical fruit', 'bottled beer', 'pork']"
4212,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4213,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'bottled water']"
4214,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4215,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'tropical fruit']"
4216,"['rolls/buns', 'soda', 'root vegetables', 'sausage', 'citrus fruit']"
4217,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
4218,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'tropical fruit']"
4219,"['root vegetables', 'citrus fruit', 'pastry', 'shopping bags', 'fruit/vegetable juice']"
4220,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
4221,"['other vegetables', 'rolls/buns', 'yogurt', 'root vegetables', 'bottled water']"
4222,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'bottled water']"
4223,"['whole milk', 'soda', 'yogurt', 'root vegetables', 'bottled water']"
4224,"['rolls/buns', 'soda', 'bottled water', 'pastry', 'bottled beer']"
4225,"['whole milk', 'yogurt', 'root vegetables', 'tropical fruit', 'bottled water']"
4226,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
4227,"['soda', 'yogurt', 'tropical fruit', 'whipped/sour cream', 'pork']"
4228,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4229,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'sausage']"
4230,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4231,"['chicken', 'cream cheese ', 'UHT-milk', 'waffles', 'salty snack']"
4232,"['whole milk', 'root vegetables', 'bottled beer', 'domestic eggs', 'pork']"
4233,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4234,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4235,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4236,"['whole milk', 'root vegetables', 'tropical fruit', 'bottled water', 'pip fruit']"
4237,"['rolls/buns', 'pastry', 'canned beer', 'fruit/vegetable juice']"
4238,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'citrus fruit']"
4239,"['whole milk', 'other vegetables', 'pastry', 'frankfurter', 'margarine']"
4240,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
4241,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'bottled water']"
4242,"['whole milk', 'yogurt', 'bottled water', 'sausage', 'citrus fruit']"
4243,"['other vegetables', 'root vegetables', 'sausage', 'canned beer', 'whipped/sour cream']"
4244,"['other vegetables', 'tropical fruit', 'pastry', 'butter', 'oil']"
4245,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'bottled water']"
4246,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4247,"['soda', 'yogurt', 'tropical fruit', 'citrus fruit', 'butter']"
4248,"['rolls/buns', 'pip fruit', 'shopping bags', 'whipped/sour cream', 'frankfurter']"
4249,"['whole milk', 'yogurt', 'sausage', 'shopping bags', 'canned beer']"
4250,"['whole milk', 'other vegetables', 'yogurt', 'sausage', 'shopping bags']"
4251,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4252,"['whole milk', 'other vegetables', 'bottled water', 'shopping bags', 'bottled beer']"
4254,"['whole milk', 'yogurt', 'root vegetables', 'pastry', 'pip fruit']"
4255,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'bottled water']"
4256,"['other vegetables', 'yogurt', 'tropical fruit', 'bottled water', 'pastry']"
4257,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'tropical fruit']"
4258,"['whole milk', 'other vegetables', 'yogurt', 'citrus fruit', 'newspapers']"
4259,"['rolls/buns', 'soda', 'yogurt', 'shopping bags', 'canned beer']"
4260,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4261,"['whole milk', 'rolls/buns', 'tropical fruit', 'bottled water', 'shopping bags']"
4262,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4264,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'bottled water']"
4265,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'bottled water']"
4266,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4267,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'sausage']"
4268,"['other vegetables', 'rolls/buns', 'yogurt', 'root vegetables', 'tropical fruit']"
4269,"['whole milk', 'other vegetables', 'soda', 'sausage', 'citrus fruit']"
4270,"['whole milk', 'rolls/buns', 'bottled water', 'bottled beer', 'napkins']"
4271,"['other vegetables', 'rolls/buns', 'yogurt', 'bottled water', 'citrus fruit']"
4272,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
4273,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4274,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4275,"['whole milk', 'other vegetables', 'rolls/buns', 'citrus fruit', 'canned beer']"
4277,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
4278,"['whole milk', 'soda', 'yogurt', 'bottled water', 'citrus fruit']"
4279,"['whole milk', 'other vegetables', 'bottled water', 'domestic eggs', 'coffee']"
4280,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
4281,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
4282,"['rolls/buns', 'yogurt', 'root vegetables', 'chicken', 'meat']"
4283,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4284,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4285,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
4286,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4287,"['other vegetables', 'soda', 'root vegetables', 'pork', 'white bread']"
4288,"['rolls/buns', 'soda', 'bottled beer', 'canned beer', 'whipped/sour cream']"
4289,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'shopping bags']"
4290,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4291,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'sausage']"
4292,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4293,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
4294,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'shopping bags']"
